-1.	-0.3693918946627377
-0.995	-0.36784222785222764
-0.99	-0.3662884249357224
-0.985	-0.36473046330298664
-0.98	-0.36316834251246743
-0.975	-0.3616020235036316
-0.97	-0.3600315009702085
-0.965	-0.3584567702604708
-0.96	-0.35687779812197473
-0.955	-0.35529458575530753
-0.95	-0.3537071060049904
-0.945	-0.35211534549743706
-0.94	-0.35051928801282306
-0.935	-0.3489189205162153
-0.9299999999999999	-0.34731422315658955
-0.925	-0.34570518513119564
-0.92	-0.34409178466608964
-0.915	-0.34247401300192765
-0.91	-0.34085184600073953
-0.905	-0.3392252777990403
-0.9	-0.3375942830599098
-0.895	-0.3359588533823096
-0.89	-0.3343189650143878
-0.885	-0.33267461454845637
-0.88	-0.3310257611254378
-0.875	-0.32937242690230684
-0.87	-0.32771458185280405
-0.865	-0.3260521796619373
-0.86	-0.32438524479130704
-0.855	-0.32271373945867754
-0.85	-0.32103766777417514
-0.845	-0.31935698380924654
-0.84	-0.31767170325506094
-0.835	-0.31598178791891074
-0.83	-0.31428723944477766
-0.825	-0.31258802964960847
-0.8200000000000001	-0.3108841539577812
-0.815	-0.30917558739070305
-0.81	-0.3074623246934475
-0.8049999999999999	-0.3057443403896248
-0.8	-0.30402163695719
-0.7949999999999999	-0.3022941749309267
-0.79	-0.30056195145731235
-0.785	-0.298824962660573
-0.78	-0.2970831756629423
-0.775	-0.2953365950786277
-0.77	-0.29358519292559393
-0.765	-0.2918289598332682
-0.76	-0.29006787813125806
-0.755	-0.28830194309233537
-0.75	-0.28653112665832187
-0.745	-0.28475543703173106
-0.74	-0.28297481656310086
-0.735	-0.2811893280115202
-0.73	-0.27939890705164516
-0.725	-0.27760353250559644
-0.72	-0.2758032119731944
-0.715	-0.2739979342846314
-0.71	-0.2721876865683905
-0.7050000000000001	-0.27037244249318937
-0.7	-0.26855221150555675
-0.6950000000000001	-0.26672696403731455
-0.69	-0.26489669700842616
-0.685	-0.263061423635473
-0.6799999999999999	-0.2612210939977696
-0.675	-0.2593757205064368
-0.6699999999999999	-0.2575252826900846
-0.665	-0.2556697866548085
-0.6599999999999999	-0.2538092101738331
-0.655	-0.25194355744677505
-0.6499999999999999	-0.25007282605246406
-0.645	-0.2481969628038162
-0.64	-0.2463160168846128
-0.635	-0.2444299481073136
-0.63	-0.24253878308145427
-0.625	-0.2406424697426291
-0.62	-0.23874103876938224
-0.615	-0.23683447482768516
-0.61	-0.23492278171313308
-0.605	-0.23300593684386195
-0.6	-0.23108397369925604
-0.595	-0.22915685335431712
-0.59	-0.22722459010420293
-0.585	-0.22528718088348232
-0.5800000000000001	-0.2233446453024529
-0.575	-0.22139695170634233
-0.5700000000000001	-0.21944413654158723
-0.565	-0.2174861710535645
-0.56	-0.21552308709939927
-0.5549999999999999	-0.21355486650141264
-0.55	-0.21158153873047203
-0.5449999999999999	-0.20960308507538916
-0.54	-0.2076195395795254
-0.5349999999999999	-0.20563088796726803
-0.53	-0.20363716339228422
-0.5249999999999999	-0.20163835606679925
-0.52	-0.19963450011848566
-0.515	-0.19762558976085304
-0.51	-0.19561166079470588
-0.505	-0.193592711269288
-0.5	-0.19156877920930876
-0.495	-0.18953986652040195
-0.49	-0.18750601391656962
-0.485	-0.18546722728381693
-0.48	-0.18342355045866726
-0.475	-0.1813749935037215
-0.47	-0.17932160380504197
-0.46499999999999997	-0.17726339585671919
-0.45999999999999996	-0.1752004210306064
-0.45499999999999996	-0.1731326985600383
-0.44999999999999996	-0.1710602842589264
-0.44499999999999995	-0.1689832024587847
-0.43999999999999995	-0.1669015139004482
-0.43499999999999994	-0.16481524842457473
-0.42999999999999994	-0.1627244722200071
-0.42499999999999993	-0.16062922110217845
-0.42000000000000004	-0.15852956727258438
-0.41500000000000004	-0.156425553045806
-0.41000000000000003	-0.15431725725170367
-0.405	-0.15220472926682535
-0.4	-0.15008805538437786
-0.395	-0.1479672924267309
-0.39	-0.14584253484792553
-0.385	-0.1437138481981303
-0.38	-0.14158133552398364
-0.375	-0.13944507176634813
-0.37	-0.1373051697469938
-0.365	-0.13516171464605703
-0.36	-0.1330148300663475
-0.355	-0.13086461246258704
-0.35	-0.12871119734673014
-0.345	-0.12655469361213306
-0.33999999999999997	-0.1243952499371161
-0.33499999999999996	-0.122232988963687
-0.32999999999999996	-0.12006807394517728
-0.32499999999999996	-0.11790064274820992
-0.31999999999999995	-0.1157308747837475
-0.31499999999999995	-0.11355892480941429
-0.30999999999999994	-0.11138499017914656
-0.30499999999999994	-0.10920924442028077
-0.29999999999999993	-0.10703190484659966
-0.29500000000000004	-0.1048531659057731
-0.29000000000000004	-0.102673267142742
-0.28500000000000003	-0.10049242635614003
-0.28	-0.09831090792393221
-0.275	-0.09612895576852534
-0.27	-0.09394686206001723
-0.265	-0.09176490001968182
-0.26	-0.08958339299557184
-0.255	-0.08740264715238177
-0.25	-0.08522302090401293
-0.245	-0.08304485755661108
-0.24	-0.08086855507105822
-0.235	-0.07869449874846791
-0.22999999999999998	-0.07652313128234281
-0.22499999999999998	-0.07435488560237564
-0.21999999999999997	-0.07219025516091225
-0.21499999999999997	-0.07002972708311421
-0.20999999999999996	-0.06787385261484602
-0.20499999999999996	-0.06572318076627755
-0.19999999999999996	-0.06357832882820418
-0.19499999999999995	-0.06143991674375876
-0.18999999999999995	-0.05930863757710301
-0.18499999999999994	-0.0571851929063312
-0.17999999999999994	-0.05507036310215736
-0.17499999999999993	-0.052964944107235803
-0.16999999999999993	-0.050869817352754726
-0.16500000000000004	-0.04878588837907244
